fpl_code,team,player,pos,cost,13,14,15,16,17,18,20,21,total_pts,ppm
223094,MCI,Haaland,F,7.9,17.37,18.34,12.64,9.94,17.76,15.68,14.51,16.49,122.73,15.54
223340,ARS,Saka,M,6.7,13.92,12.58,7.31,11.64,12.89,11.9,11.82,12.62,94.69,14.13
244851,CHE,Palmer,M,5.5,7.62,11.05,13.14,6.53,14.44,11.99,13.95,12.45,91.17,16.58
209244,MCI,Foden,M,5.2,11.88,12.15,10.53,6.28,11.62,10.49,10.21,11.5,84.66,16.28
219168,LIV,Isak,F,5.9,13.36,10.53,5.37,6.32,13.87,9.1,11.6,10.12,80.27,13.6
231747,CRY,Mateta,F,4.5,12.42,8.94,9.07,10.05,13.12,11.37,6.47,5.04,76.47,16.99
445122,ARS,J.Timber,D,5.0,10.22,9.74,6.29,9.64,10.46,9.27,9.7,10.05,75.37,15.07
141746,MUN,B.Fernandes,M,5.9,14.89,7.2,6.92,6.31,14.44,14.61,5.91,4.81,75.1,12.73
208706,NEW,Bruno G.,M,5.1,10.86,10.11,9.53,4.29,9.26,9.6,9.68,8.93,72.25,14.17
118748,LIV,M.Salah,F,6.6,18.26,14.15,7.44,0.0,0.0,5.72,12.34,13.31,71.22,10.79
448047,CHE,Enzo,M,4.6,9.45,9.31,9.35,4.6,9.72,8.57,10.04,9.01,70.06,15.23
247348,CRY,Muñoz,D,5.7,11.35,8.1,8.27,8.22,11.06,9.74,6.28,4.48,67.5,11.84
477424,MCI,Gvardiol,D,5.8,10.17,9.37,8.02,5.3,9.42,8.29,7.12,8.95,66.63,11.49
470313,NEW,Woltemade,F,4.2,10.5,9.7,7.67,4.49,10.12,9.43,7.52,6.78,66.2,15.76
460842,TOT,Kudus,M,4.8,10.21,9.94,4.8,4.32,8.59,9.88,9.35,8.84,65.93,13.74
204480,ARS,Rice,M,5.3,9.48,8.73,4.95,8.22,8.73,8.31,8.26,8.72,65.4,12.34
462424,ARS,Saliba,D,4.9,8.96,8.43,5.53,8.61,9.15,7.96,8.04,8.58,65.25,13.32
232826,NEW,Gordon,M,4.4,7.79,9.77,8.88,4.11,9.22,8.99,8.37,7.72,64.84,14.74
424876,LIV,Szoboszlai,M,4.8,10.79,8.67,4.17,4.65,9.9,7.55,9.85,8.8,64.38,13.41
178301,AVL,Watkins,F,4.2,10.0,8.21,5.12,5.26,7.73,9.62,9.26,9.13,64.33,15.32
475168,CHE,João Pedro,F,4.6,8.79,8.66,7.22,4.32,9.1,7.92,9.3,8.34,63.65,13.84
502500,BRE,Thiago,F,4.2,10.8,5.5,7.92,5.48,11.31,11.7,4.55,5.58,62.83,14.96
178186,WHU,Bowen,F,4.8,11.48,5.54,5.71,4.57,11.18,11.66,5.83,6.84,62.82,13.09
465351,MCI,Matheus N.,D,4.5,9.47,8.88,7.31,4.88,8.89,7.67,6.71,8.63,62.43,13.87
441191,NEW,Livramento,D,4.5,9.52,9.29,9.02,3.7,8.35,8.31,7.39,6.62,62.2,13.82
243298,LIV,Gakpo,F,4.4,11.19,7.94,4.12,4.9,10.28,7.13,8.57,7.78,61.92,14.07
97032,LIV,Virgil,D,4.4,10.85,8.05,4.31,4.17,10.66,7.01,9.06,7.57,61.67,14.02
441164,TOT,Pedro Porro,D,4.9,8.97,9.24,4.49,3.58,7.7,9.68,9.41,8.54,61.62,12.58
184029,ARS,Ødegaard,M,4.1,6.72,7.94,4.75,7.84,8.65,8.06,8.01,8.67,60.64,14.79
154561,ARS,Raya,G,4.6,8.89,7.15,5.21,6.89,9.25,8.37,7.27,7.58,60.6,13.17
179268,CHE,Cucurella,D,4.7,8.71,7.26,9.13,3.75,8.84,6.94,8.61,7.16,60.4,12.85
166989,AVL,Tielemans,M,4.1,9.77,7.94,4.78,4.57,7.53,8.53,8.59,8.45,60.16,14.67
248875,MCI,Doku,M,4.6,8.46,8.34,6.12,4.7,9.21,7.76,7.3,7.74,59.63,12.96
466075,ARS,Calafiori,D,4.1,8.98,8.04,5.08,6.48,8.15,7.17,7.25,7.8,58.95,14.38
232413,ARS,Eze,M,4.9,9.63,7.09,4.75,7.66,8.26,7.66,6.74,7.03,58.82,12.0
171314,MCI,Rúben,D,4.3,9.16,8.35,5.83,4.76,8.63,7.49,6.36,8.05,58.63,13.63
222531,NFO,Gibbs-White,M,4.5,9.3,7.98,5.17,4.35,8.52,8.94,6.51,7.78,58.56,13.01
244850,AVL,Rogers,M,4.7,9.66,7.73,4.62,4.55,6.96,8.42,8.25,8.37,58.54,12.46
432422,NEW,Tonali,M,4.5,8.4,8.1,7.66,3.6,8.11,7.87,7.55,7.1,58.38,12.97
244723,CRY,Mitchell,D,4.8,10.36,7.09,6.8,7.48,9.37,8.29,5.21,3.76,58.36,12.16
247632,CHE,Neto,M,4.2,8.02,7.85,6.65,3.82,8.37,7.38,8.45,7.73,58.27,13.87
437730,BOU,Semenyo,M,4.6,11.26,5.28,5.26,6.43,9.64,9.65,4.81,4.76,57.09,12.41
204936,MCI,Donnarumma,G,4.3,8.86,7.2,5.9,4.62,8.51,8.21,5.92,7.54,56.75,13.2
209036,CRY,Guéhi,D,4.3,9.94,6.84,6.43,7.07,9.29,7.84,5.04,3.56,56.01,13.02
486672,CHE,Caicedo,M,4.5,7.81,7.61,7.61,3.73,7.16,7.0,7.54,7.33,55.8,12.4
243016,LIV,Mac Allister,M,3.6,9.87,8.21,3.99,4.21,8.4,6.36,7.43,6.67,55.13,15.31
513418,BRE,Schade,M,3.8,9.22,4.3,7.71,4.77,10.05,10.15,4.07,4.79,55.06,14.49
437499,CRY,Lacroix,D,4.0,9.41,7.36,7.07,6.76,8.88,7.43,4.61,3.41,54.93,13.73
165809,MCI,Bernardo,M,3.6,8.14,7.97,6.4,3.82,7.43,6.65,6.51,7.1,54.01,15.0
494595,LIV,Wirtz,M,4.9,4.49,7.32,4.25,4.73,10.36,6.81,8.52,7.49,53.96,11.01
493362,TOT,Xavi,M,4.5,8.53,8.85,4.06,3.77,6.7,7.53,7.27,6.98,53.69,11.93
50175,BHA,Welbeck,F,3.3,10.26,5.64,4.21,6.12,8.17,9.41,4.72,4.21,52.73,15.98
465642,NEW,Thiaw,D,3.6,7.87,7.58,6.27,3.08,7.33,7.66,6.76,6.02,52.57,14.6
215136,NFO,N.Williams,D,3.7,9.34,6.78,4.34,3.79,7.73,7.8,6.45,6.09,52.33,14.14
430871,MUN,Cunha,F,4.5,6.16,5.62,5.49,5.03,11.53,10.7,4.23,3.48,52.24,11.61
592031,BHA,Minteh,M,4.0,10.05,5.44,4.28,5.78,8.33,9.39,4.62,4.2,52.08,13.02
510663,LIV,Ekitiké,F,4.1,5.88,6.94,3.65,4.42,9.62,6.45,7.91,7.03,51.89,12.66
225796,CHE,James,D,3.9,6.84,6.08,6.78,3.43,8.03,6.41,7.58,6.72,51.87,13.3
199796,AVL,Cash,D,3.8,9.16,6.76,4.2,3.81,5.3,7.53,7.77,7.19,51.73,13.61
224024,WHU,L.Paquetá,M,4.0,9.44,4.53,4.59,3.96,9.37,9.46,4.71,5.59,51.66,12.91
204716,LIV,Konaté,D,4.4,9.31,6.89,3.68,3.31,8.63,5.75,7.49,6.44,51.49,11.7
487838,NEW,Hall,D,3.4,7.71,6.96,7.4,3.12,7.45,7.19,6.1,5.51,51.46,15.13
180736,CHE,Chalobah,D,3.9,7.4,6.12,7.99,3.16,7.47,5.85,7.18,6.08,51.25,13.14
444102,BOU,Evanilson,F,2.8,10.97,4.58,4.52,5.78,8.53,8.46,4.14,4.12,51.1,18.25
440089,BRE,Damsgaard,M,3.8,8.55,4.45,7.73,4.32,8.91,8.84,3.59,4.2,50.59,13.31
224117,ARS,Gyökeres,F,5.6,1.35,5.11,5.69,7.05,8.56,7.69,7.49,7.61,50.55,9.03
114283,EVE,Grealish,M,4.0,10.05,4.88,3.94,3.57,9.21,9.68,4.24,4.88,50.45,12.61
199798,AVL,Konsa,D,4.4,8.62,6.4,4.1,3.85,5.24,7.61,7.59,6.98,50.39,11.45
441266,LIV,Gravenberch,M,4.2,8.73,7.27,3.64,3.74,7.17,6.06,6.97,6.81,50.39,12.0
116535,LIV,A.Becker,G,4.1,8.59,6.16,3.9,3.47,8.61,6.53,6.78,5.99,50.05,12.21
98747,NEW,Pope,G,4.4,7.48,6.67,5.75,3.6,7.06,7.63,6.13,5.63,49.95,11.35
122798,LIV,Robertson,D,3.4,8.84,6.83,3.61,3.39,8.5,5.53,7.05,6.1,49.87,14.67
215059,CHE,Sánchez,G,3.7,7.58,5.73,6.38,3.31,7.96,6.46,6.65,5.63,49.69,13.43
201658,BOU,Tavernier,M,2.8,10.5,4.22,4.39,5.49,8.37,8.41,4.23,4.01,49.62,17.72
215379,NFO,Anderson,M,4.3,8.61,6.83,4.18,3.61,6.99,7.23,5.8,6.3,49.56,11.52
427623,CRY,Richards,D,3.9,8.87,5.82,5.48,6.32,8.28,7.02,4.4,3.2,49.4,12.67
102057,FUL,Raúl,F,3.3,9.82,4.86,9.5,5.34,8.95,6.23,2.22,2.31,49.23,14.92
247412,WOL,Strand Larsen,F,3.0,9.22,4.74,3.28,5.25,8.69,9.62,4.5,3.6,48.89,16.3
220566,MCI,Rodrigo,M,4.5,0.0,2.36,7.41,4.75,9.06,8.25,8.29,8.7,48.83,10.85
221632,TOT,Romero,D,3.9,3.29,7.56,3.78,3.09,6.68,8.65,7.98,7.51,48.55,12.45
201666,NEW,Barnes,M,4.3,8.11,6.66,6.08,3.35,6.88,6.32,5.74,5.15,48.28,11.23
172649,CRY,Henderson,G,3.8,8.07,6.13,6.11,5.33,8.07,6.97,3.87,3.56,48.11,12.66
114243,NEW,J.Murphy,M,4.2,7.45,6.05,6.91,3.18,6.94,6.74,5.23,5.08,47.58,11.33
227444,NFO,Milenković,D,3.2,7.86,6.61,3.91,3.35,6.63,6.81,5.76,6.59,47.51,14.85
607464,BRE,Kayode,D,2.8,8.37,3.86,6.09,4.5,8.34,8.98,2.66,4.5,47.3,16.89
167074,FUL,Tete,D,3.7,7.66,4.15,8.26,4.57,7.7,6.64,4.25,4.0,47.23,12.77
488024,CRY,Yeremy,M,3.4,7.91,6.29,6.31,5.34,7.55,6.62,3.82,3.17,47.01,13.83
98980,AVL,Martinez,G,4.5,7.91,5.77,3.71,3.78,5.89,7.46,6.48,5.87,46.87,10.41
85633,NFO,Sels,G,3.0,7.75,5.89,3.9,3.49,7.19,6.84,5.68,6.05,46.79,15.6
491279,TOT,Van de Ven,D,4.0,6.89,6.73,3.41,2.64,5.76,7.39,7.18,6.73,46.72,11.68
209400,CRY,Kamada,M,3.2,7.26,6.26,6.28,6.16,7.28,6.64,3.75,3.09,46.71,14.6
122806,AVL,McGinn,M,3.9,7.32,6.23,3.69,3.86,6.1,6.69,6.54,6.24,46.67,11.97
154296,TOT,J.Palhinha,M,4.0,7.47,6.28,3.03,3.11,6.1,7.11,6.81,6.51,46.43,11.61
215413,EVE,Dewsbury-Hall,M,2.8,8.58,4.43,3.74,3.49,8.93,8.89,3.83,4.38,46.28,16.53
496221,CRY,Wharton,M,3.3,7.64,5.65,5.69,6.13,7.13,6.57,3.66,3.11,45.58,13.81
17761,EVE,Tarkowski,D,3.0,7.91,4.65,2.99,3.28,8.82,9.12,3.63,4.94,45.35,15.12
456512,NFO,Ndoye,M,3.3,7.55,6.5,3.65,3.16,6.17,6.26,5.6,6.35,45.25,13.71
575476,NFO,Murillo,D,3.0,7.96,5.94,3.9,3.4,6.56,6.74,5.09,5.64,45.23,15.08
180974,NEW,Joelinton,M,3.3,6.67,6.18,6.1,2.78,5.99,6.04,5.75,5.48,44.99,13.63
232185,CRY,Sarr,M,4.6,11.83,9.23,9.34,0.0,0.0,4.79,4.75,4.86,44.81,9.74
184254,TOT,Vicario,G,3.8,6.78,6.0,3.47,3.11,6.18,7.24,6.22,5.79,44.79,11.79
481655,ARS,Zubimendi,M,3.8,6.48,6.19,3.37,4.64,6.05,5.85,5.75,6.19,44.5,11.71
432830,BRE,Collins,D,2.6,7.93,3.21,6.28,4.02,7.61,8.59,2.58,4.27,44.49,17.11
154566,TOT,Solanke,F,4.5,1.17,5.26,3.72,3.56,7.18,8.38,7.57,7.3,44.14,9.81
444765,BRE,Van den Berg,D,2.8,7.68,3.36,6.38,4.06,7.7,8.46,2.41,4.08,44.13,15.76
220237,NEW,Botman,D,3.7,3.83,6.53,6.35,2.66,6.33,6.55,5.92,5.36,43.53,11.76
224967,EVE,Mykolenko,D,2.9,7.62,4.44,2.8,3.14,8.57,8.72,3.44,4.56,43.3,14.93
487053,TOT,Udogie,D,3.6,6.31,6.21,3.07,2.63,5.34,6.98,6.35,6.27,43.16,11.99
153682,FUL,Wilson,M,2.5,7.2,3.6,6.87,4.09,7.7,6.74,3.44,3.37,43.01,17.2
200720,BRE,Kelleher,G,2.7,7.48,3.35,5.68,3.87,7.77,7.77,2.95,4.13,43.01,15.93
78916,NEW,Burn,D,4.4,6.68,5.36,6.35,2.53,6.03,6.47,4.83,4.51,42.77,9.72
174874,FUL,Andersen,D,2.9,6.5,3.88,6.67,4.36,7.24,6.05,4.04,3.75,42.48,14.65
244954,AVL,Pau,D,3.7,7.31,5.45,3.46,3.24,4.42,6.31,6.4,5.78,42.39,11.46
101188,AVL,Digne,D,4.3,7.19,5.4,3.47,3.25,4.58,6.4,6.12,5.93,42.34,9.85
80201,FUL,Leno,G,3.1,6.8,3.89,5.83,4.18,6.96,6.92,3.79,3.86,42.22,13.62
494521,BOU,Truffert,D,3.2,9.93,3.49,3.41,5.26,6.15,7.33,3.47,3.17,42.2,13.19
472769,MCI,O’Reilly,M,3.1,6.17,5.18,4.22,3.74,7.21,5.97,4.81,4.88,42.18,13.61
111234,EVE,Pickford,G,3.5,7.28,4.23,3.06,3.43,7.85,8.46,3.34,4.35,41.99,12.0
469142,BHA,Van Hecke,D,3.3,8.27,4.65,2.49,4.96,6.26,7.44,3.91,3.72,41.72,12.64
560552,FUL,Kevin,M,2.9,6.84,3.54,5.32,4.22,7.91,6.78,3.55,3.35,41.51,14.31
226597,ARS,Gabriel,D,5.3,0.0,0.0,0.0,3.42,9.85,9.11,9.06,9.93,41.36,7.8
226944,AVL,Kamara,M,3.2,6.81,5.57,3.1,2.9,5.17,5.69,5.83,5.94,41.0,12.81
60689,NFO,Wood,F,3.3,2.54,3.57,4.38,3.62,7.33,7.63,5.45,6.3,40.82,12.37
466052,MCI,Cherki,M,5.1,5.51,5.85,3.84,3.59,6.41,5.4,4.64,5.46,40.7,7.98
463067,BHA,Georginio,M,3.0,8.01,4.22,3.39,4.31,6.54,7.06,3.72,3.3,40.54,13.51
457569,BOU,Petrović,G,3.5,8.08,3.65,3.23,4.62,6.5,7.36,3.3,3.41,40.15,11.47
216051,MUN,Dalot,D,2.6,7.15,3.64,3.43,3.67,9.29,8.2,2.6,2.16,40.13,15.44
209365,MUN,De Ligt,D,3.3,7.9,4.18,3.72,3.24,8.04,8.09,2.61,2.21,40.0,12.12
205533,CRY,Nketiah,F,2.5,4.52,4.31,4.28,6.58,8.46,6.43,3.19,2.2,39.98,15.99
221466,BOU,Senesi,D,2.5,8.82,3.02,3.11,4.95,5.88,7.16,3.33,3.15,39.41,15.76
444180,BUR,Anthony,M,2.7,7.71,3.53,3.62,3.48,7.07,6.92,3.2,3.84,39.37,14.58
465247,MUN,Lammens,G,3.1,7.26,3.84,3.72,3.16,7.79,7.7,3.02,2.62,39.12,12.62
448104,ARS,Hincapie,D,3.8,7.94,7.25,5.02,4.98,3.74,3.12,3.27,3.48,38.81,10.21
216094,LIV,Frimpong,D,4.2,0.0,0.0,1.97,4.21,10.35,6.59,8.43,7.12,38.67,9.21
431639,BUR,Flemming,F,2.8,7.33,3.34,3.54,3.5,7.29,6.86,3.0,3.74,38.6,13.79
83299,BHA,Dunk,D,2.7,7.69,4.23,2.24,4.67,5.71,6.81,3.55,3.37,38.29,14.18
489639,BHA,Verbruggen,G,2.9,7.23,4.05,2.54,4.27,6.1,6.89,3.72,3.38,38.17,13.16
433036,MCI,Reijnders,M,4.1,5.97,6.24,3.5,3.05,5.52,4.72,4.36,4.78,38.15,9.3
450070,WHU,Summerville,M,3.1,5.65,3.47,3.42,3.15,7.38,7.25,3.61,4.14,38.08,12.29
231416,BHA,F.Kadıoğlu,D,3.2,7.56,4.11,2.36,4.53,5.74,6.72,3.56,3.34,37.91,11.85
232928,EVE,Garner,M,3.6,7.04,3.17,3.02,3.01,7.11,7.29,3.44,3.76,37.83,10.51
84182,WHU,Areola,G,2.5,6.14,3.03,3.57,2.46,7.31,7.5,3.04,3.99,37.05,14.82
84450,SUN,Xhaka,M,3.8,6.89,2.79,3.12,3.22,6.86,7.13,3.46,3.51,36.98,9.73
106611,EVE,Keane,D,2.5,7.07,4.25,2.57,2.87,8.11,8.38,2.52,1.16,36.92,14.77
61256,MUN,Casemiro,M,3.3,6.63,3.2,3.24,3.21,7.13,7.46,3.16,2.85,36.9,11.18
56979,BRE,Henderson,M,2.6,6.65,3.32,4.76,3.18,6.42,6.6,2.79,3.14,36.86,14.18
509416,BHA,Ayari,M,3.0,6.86,3.72,3.07,4.07,6.13,6.41,3.27,2.95,36.48,12.16
484420,SUN,E.Le Fée,M,2.6,6.8,2.98,3.27,3.39,6.8,6.6,3.15,3.34,36.33,13.97
172567,BUR,Cullen,M,2.8,6.67,3.24,3.28,3.32,6.55,6.41,3.05,3.45,35.98,12.85
195546,AVL,Buendía,M,3.1,5.21,4.08,3.03,3.55,5.14,5.82,4.55,4.36,35.73,11.53
444463,CHE,Fofana,D,3.9,5.55,4.54,4.58,2.37,5.13,4.05,5.05,4.33,35.6,9.13
446008,MUN,Mbeumo,M,5.9,12.06,5.62,5.45,0.0,0.0,5.12,3.52,3.73,35.51,6.02
467779,BHA,Wieffer,M,3.4,6.73,3.38,2.99,3.63,5.91,6.38,3.28,3.06,35.37,10.4
498016,SUN,Roefs,G,2.8,6.21,2.41,3.43,2.99,7.14,6.21,3.61,3.36,35.37,12.63
191866,BRE,Ajer,D,2.5,6.24,2.78,5.14,3.27,6.13,6.46,1.99,3.11,35.12,14.05
448089,WOL,Gomes,M,2.9,5.9,2.84,2.65,3.44,6.58,7.12,3.39,2.99,34.92,12.04
226182,LEE,Bogle,D,2.5,5.24,2.83,3.14,3.39,6.29,6.32,3.98,3.57,34.77,13.91
202993,TOT,Bentancur,M,3.1,4.19,5.16,2.41,2.69,5.2,5.13,4.99,4.71,34.47,11.12
101982,WOL,Johnstone,G,2.2,6.84,3.42,2.5,3.62,5.25,6.93,3.29,2.38,34.22,15.55
431248,WOL,Krejčí,D,1.8,7.22,3.5,1.87,3.79,4.9,7.64,3.24,1.82,33.98,18.88
451340,BHA,Mitoma,M,3.7,0.0,0.0,1.52,4.99,8.49,9.63,4.89,4.4,33.92,9.17
106760,MUN,Shaw,D,3.6,7.1,3.6,3.07,2.63,6.6,6.83,2.22,1.88,33.92,9.42
